ExperimentName,Subject,Session,Clock.Information,DataFile.Basename,Display.RefreshRate,ExperimentVersion,Gender,Group,Handedness,HomeCountry,NativeLanguage,RandomSeed,RuntimeCapabilities,RuntimeVersion,RuntimeVersionExpected,SessionDate,SessionStartDateTimeUtc,SessionTime,StudioVersion,Block,BottomGender,Bottomprofession,ComprehensionQuestion.RESP,ComprehensionQuestion.RT,GenderCondition,HierarchyCondition,HighPosition,ItemNo,list1,list10,list11,list12,list13,list14,list15,list16,list17,list18,list19,list2,list20,list21,list22,list23,list24,list25,list26,list27,list28,list29,list3,list30,list31,list32,list4,list5,list6,list7,list8,list9,LowPosition,MainConditionTable,MainExperimentBlock1,MainExperimentBlock1.Cycle,MainExperimentBlock1.Sample,MainExperimentBlock2,MainExperimentBlock2.Cycle,MainExperimentBlock2.Sample,MainList,MainQuestion.RESP,MainQuestion.RT,MainQuestion.RTTime,MainScreen.RESP,MainScreen.RT,MainScreen.RTTime,PairName,PracticeDisplayTime,PracticeHigh,PracticeLow,PracticeQuestion,PracticeRun,PracticeRun.Cycle,PracticeRun.Sample,PracticeText.RESP,PracticeText.RT,Procedure,Question,QuestionDisplayTime,Running,TopGender,TopProfession
professions_englishA,2,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-02-01T11:51:26Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2338408</Frequency><Timestamp dt:dt=""r8"">183027155724</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-02-01T11:51:26Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",professions_englishA-002-1,60.061,1.0.0.107,female,1,right,Britain,English,-1655980684,Standard,2.0.10.353,2.0.10.353,02/01/2017,01/02/2017 11:51,11:51:26,2.0.10.248,11,female,general,,,MaleTop,BottomPower,general,22,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,deputy,2,1,1,5,,,,22,{UPARROW},1326,303054,{UPARROW},1607,301221,general:deputy,,,,,,,,,,MainProcedure,Was the male at the top or bottom?,15000,MainExperimentBlock1,male,deputy
professions_englishA,2,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-02-01T11:51:26Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2338408</Frequency><Timestamp dt:dt=""r8"">183027155724</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-02-01T11:51:26Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",professions_englishA-002-1,60.061,1.0.0.107,female,1,right,Britain,English,-1655980684,Standard,2.0.10.353,2.0.10.353,02/01/2017,01/02/2017 11:51,11:51:26,2.0.10.248,12,female,boss,,,MaleTop,BottomPower,boss,27,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,secretary,2,1,1,6,,,,27,{UPARROW},1418,306826,{DOWNARROW},1073,304899,boss:secretary,,,,,,,,,,MainProcedure,Was the male at the top or bottom?,15000,MainExperimentBlock1,male,secretary
professions_englishA,2,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-02-01T11:51:26Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2338408</Frequency><Timestamp dt:dt=""r8"">183027155724</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-02-01T11:51:26Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",professions_englishA-002-1,60.061,1.0.0.107,female,1,right,Britain,English,-1655980684,Standard,2.0.10.353,2.0.10.353,02/01/2017,01/02/2017 11:51,11:51:26,2.0.10.248,13,male,dancer,,,FemaleTop,TopPower,dance instructor,20,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,dancer,3,1,1,7,,,,20,{UPARROW},809,310130,{UPARROW},1218,308807,dance_instructor:dancer,,,,,,,,,,MainProcedure,Was the female at the top or bottom?,15000,MainExperimentBlock1,female,dance instructor
professions_englishA,2,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-02-01T11:51:26Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2338408</Frequency><Timestamp dt:dt=""r8"">183027155724</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-02-01T11:51:26Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",professions_englishA-002-1,60.061,1.0.0.107,female,1,right,Britain,English,-1655980684,Standard,2.0.10.353,2.0.10.353,02/01/2017,01/02/2017 11:51,11:51:26,2.0.10.248,14,male,mechanic,,,FemaleTop,TopPower,engineer,25,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,mechanic,1,1,1,8,,,,25,,0,0,{UPARROW},2196,313098,engineer:mechanic,,,,,,,,,,MainProcedure,,0,MainExperimentBlock1,female,engineer
professions_englishA,2,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-02-01T11:51:26Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2338408</Frequency><Timestamp dt:dt=""r8"">183027155724</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-02-01T11:51:26Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",professions_englishA-002-1,60.061,1.0.0.107,female,1,right,Britain,English,-1655980684,Standard,2.0.10.353,2.0.10.353,02/01/2017,01/02/2017 11:51,11:51:26,2.0.10.248,15,female,doctor,,,MaleTop,BottomPower,doctor,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,nurse,1,1,1,9,,,,9,,0,0,{DOWNARROW},1085,315467,doctor:nurse,,,,,,,,,,MainProcedure,,0,MainExperimentBlock1,male,nurse
professions_englishA,2,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-02-01T11:51:26Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2338408</Frequency><Timestamp dt:dt=""r8"">183027155724</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-02-01T11:51:26Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",professions_englishA-002-1,60.061,1.0.0.107,female,1,right,Britain,English,-1655980684,Standard,2.0.10.353,2.0.10.353,02/01/2017,01/02/2017 11:51,11:51:26,2.0.10.248,16,female,monarch,,,MaleTop,BottomPower,monarch,13,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,servant,1,1,1,10,,,,13,,0,0,{DOWNARROW},1322,318069,monarch:servant,,,,,,,,,,MainProcedure,,0,MainExperimentBlock1,male,servant
professions_englishA,2,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-02-01T11:51:26Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2338408</Frequency><Timestamp dt:dt=""r8"">183027155724</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-02-01T11:51:26Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",professions_englishA-002-1,60.061,1.0.0.107,female,1,right,Britain,English,-1655980684,Standard,2.0.10.353,2.0.10.353,02/01/2017,01/02/2017 11:51,11:51:26,2.0.10.248,17,female,junior stylist,,,MaleTop,TopPower,senior stylist,31,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,junior stylist,1,1,1,11,,,,31,,0,0,{UPARROW},1116,320460,senior_stylist:stylist,,,,,,,,,,MainProcedure,,0,MainExperimentBlock1,male,senior stylist
professions_englishA,2,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-02-01T11:51:26Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2338408</Frequency><Timestamp dt:dt=""r8"">183027155724</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-02-01T11:51:26Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",professions_englishA-002-1,60.061,1.0.0.107,female,1,right,Britain,English,-1655980684,Standard,2.0.10.353,2.0.10.353,02/01/2017,01/02/2017 11:51,11:51:26,2.0.10.248,18,male,employer,,,FemaleTop,BottomPower,employer,10,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,employee,1,1,1,12,,,,10,,0,0,{DOWNARROW},2094,323835,employer:employee,,,,,,,,,,MainProcedure,,0,MainExperimentBlock1,female,employee
professions_englishA,2,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-02-01T11:51:26Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2338408</Frequency><Timestamp dt:dt=""r8"">183027155724</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-02-01T11:51:26Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",professions_englishA-002-1,60.061,1.0.0.107,female,1,right,Britain,English,-1655980684,Standard,2.0.10.353,2.0.10.353,02/01/2017,01/02/2017 11:51,11:51:26,2.0.10.248,19,female,colonel,,,MaleTop,BottomPower,colonel,14,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,soldier,1,1,1,13,,,,14,,0,0,{DOWNARROW},1152,326273,colonel:soldier,,,,,,,,,,MainProcedure,,0,MainExperimentBlock1,male,soldier
professions_englishA,2,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-02-01T11:51:26Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2338408</Frequency><Timestamp dt:dt=""r8"">183027155724</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-02-01T11:51:26Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",professions_englishA-002-1,60.061,1.0.0.107,female,1,right,Britain,English,-1655980684,Standard,2.0.10.353,2.0.10.353,02/01/2017,01/02/2017 11:51,11:51:26,2.0.10.248,20,female,publisher,,,MaleTop,BottomPower,publisher,26,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,proofreader,1,1,1,14,,,,26,,0,0,{DOWNARROW},1172,328724,publisher:proofreader,,,,,,,,,,MainProcedure,,0,MainExperimentBlock1,male,proofreader
professions_englishA,2,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-02-01T11:51:26Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2338408</Frequency><Timestamp dt:dt=""r8"">183027155724</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-02-01T11:51:26Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",professions_englishA-002-1,60.061,1.0.0.107,female,1,right,Britain,English,-1655980684,Standard,2.0.10.353,2.0.10.353,02/01/2017,01/02/2017 11:51,11:51:26,2.0.10.248,21,female,dance instructor,,,MaleTop,BottomPower,dance instructor,20,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,dancer,1,1,1,15,,,,20,,0,0,{DOWNARROW},913,330913,dance_instructor:dancer,,,,,,,,,,MainProcedure,,0,MainExperimentBlock1,male,dancer
professions_englishA,2,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-02-01T11:51:26Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2338408</Frequency><Timestamp dt:dt=""r8"">183027155724</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-02-01T11:51:26Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",professions_englishA-002-1,60.061,1.0.0.107,female,1,right,Britain,English,-1655980684,Standard,2.0.10.353,2.0.10.353,02/01/2017,01/02/2017 11:51,11:51:26,2.0.10.248,22,male,junior stylist,,,FemaleTop,TopPower,senior stylist,31,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,junior stylist,1,1,1,16,,,,31,,0,0,{UPARROW},1042,333240,senior_stylist:stylist,,,,,,,,,,MainProcedure,,0,MainExperimentBlock1,female,senior stylist
professions_englishA,2,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2017-02-01T11:51:26Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2338408</Frequency><Timestamp dt:dt=""r8"">183027155724</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2017-02-01T11:51:26Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",professions_englishA-002-1,60.061,1.0.0.107,female,1,right,Britain,English,-1655980684,Standard,2.0.10.353,2.0.10.353,02/01/2017,01/02/2017 11:51,11:51:26,2.0.10.248,23,male,cook,,,FemaleTop,BottomPower,cook,30,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,kitchen porter,1,1,1,17,,,,30,,0,0,{DOWNARROW},1761,336290,cook:porter,,,,,,,,,,MainProcedure,,0,MainExperimentBlock1,female,kitchen porter
